25,124,0
77,128,0
123,147,0
178,181,0
198,201,0
194,236,0
192,267,0
196,310,0
234,342,0
286,342,0
317,340,0
340,339,0
374,316,0
409,302,0
457,275,0
470,260,0
523,221,0
538,213,0
592,163,0
616,123,0
44,141,0
112,173,0
126,220,0
127,242,0
72,282,0
40,285,0
27,219,0
47,189,0
91,209,0
70,247,0
58,223,0
25,344,0
64,340,0
105,304,0
105,265,0
124,277,0
145,331,0
146,362,0
89,435,0
62,443,0
44,406,0
102,382,0
137,465,0
174,413,0
204,370,0
166,286,0
156,203,0
265,402,0
226,463,0
203,416,0
247,376,0
343,388,0
356,435,0
368,459,0
422,444,0
447,396,0
448,353,0
392,368,0
398,403,0
302,435,0
284,460,0
327,462,0
525,379,0
505,305,0
480,328,0
493,365,0
484,411,0
488,462,0
546,452,0
552,420,0
508,438,0
603,422,0
605,460,0
580,465,0
637,432,0
611,387,0
559,363,0
577,404,0
549,288,0
576,265,0
585,361,0
556,317,0
528,326,0
583,311,0
626,361,0
623,312,0
610,267,0
606,237,0
610,209,0
627,174,0
575,234,0
518,296,0
450,305,0
405,346,0
349,354,0
280,370,0
301,394,0
5,89,1
37,64,1
28,17,1
2,32,1
82,39,1
83,17,1
113,49,1
106,83,1
74,81,1
52,96,1
175,108,1
188,130,1
140,120,1
156,68,1
184,53,1
186,37,1
261,93,1
266,128,1
260,190,1
249,116,1
219,66,1
228,125,1
208,89,1
228,197,1
222,256,1
264,274,1
294,304,1
263,306,1
228,306,1
334,285,1
382,249,1
406,192,1
440,222,1
432,261,1
377,289,1
337,311,1
351,253,1
299,243,1
280,219,1
325,181,1
322,137,1
309,101,1
294,146,1
254,161,1
208,160,1
156,135,1
205,28,1
154,12,1
134,29,1
270,35,1
322,39,1
286,65,1
247,54,1
245,27,1
294,22,1
340,43,1
356,73,1
366,114,1
324,61,1
345,99,1
358,151,1
361,199,1
327,225,1
427,127,1
457,170,1
469,200,1
480,226,1
517,181,1
548,141,1
599,94,1
607,76,1
610,41,1
584,27,1
557,37,1
551,74,1
533,104,1
504,121,1
491,146,1
467,119,1
466,91,1
445,68,1
425,87,1
419,108,1
382,153,1
415,159,1
410,87,1
399,53,1
379,86,1
387,38,1
351,19,1
444,11,1
490,53,1
499,77,1
435,31,1
531,24,1
473,26,1
610,10,1
630,86,1
539,234,1
398,315,1
239,297,0
109,111,1
89,139,1
31,97,0
77,394,0
92,350,0
16,433,0
36,460,0
78,471,0
145,436,0
132,393,0
452,430,0
434,475,0
568,192,0
177,451,0
255,435,0
390,223,1
297,178,1
282,107,1
153,34,1
