196,45,0
235,67,0
244,145,0
239,162,0
186,194,0
165,261,0
158,326,0
192,359,0
257,365,0
316,329,0
348,280,0
370,202,0
419,182,0
481,180,0
542,218,0
566,276,0
602,305,0
631,305,0
276,280,1
208,309,1
204,230,1
269,204,1
347,159,1
315,51,1
264,27,1
272,113,1
351,94,1
449,49,1
461,40,1
512,106,1
450,150,1
412,107,1
584,36,1
595,155,1
581,206,1
545,158,1
622,88,1
628,248,1
617,292,1
541,260,1
379,215,1
205,156,1
210,59,0
169,70,0
140,142,0
96,185,0
60,82,0
146,26,0
96,99,0
67,221,0
85,333,0
128,420,0
79,430,0
30,348,0
108,250,0
246,421,0
197,446,0
379,421,0
377,463,0
299,441,0
329,355,0
428,312,0
444,253,0
495,237,0
511,380,0
629,319,0
611,358,0
535,328,0
479,305,0
456,413,0
396,332,0
551,432,0
593,406,0
205,261,1
251,246,1
352,236,1
272,319,1
243,311,0
58,132,0
43,265,0
82,38,0
